,id,name,type,summary,difficulty,stars,starVotes,location,length,ascent,descent,high,low,longitude,latitude,conditionStatus,conditionDetails,conditionDate,popular_vote
106,7021825,"Henry Coe (Jackson Field, Wasno Ridge, Bowl Trail)",Hike,Incredible panoramic views await along Wasno Ridge.,Intermediate/Difficult,4.3,4,"San Martin, California",16.1,2625,-2624,2641,854,-121.4668,37.0759,Unknown,,1970-01-01 00:00:00,17.2
107,7020209,Rubicon Trail Out and Back,Hike,A stunning trail clinging along the edge of Lake Tahoe's cliffs and secluded coves.,Easy/Intermediate,4.7,31,"Tahoma, California",12.3,1215,-1214,6624,6240,-120.0976,38.9986,Unknown,,1970-01-01 00:00:00,145.70000000000002
108,7084665,Coyote Hills Half Marathon Loop,Hike,An incredible trail across the salt flats of the San Francisco bay.,Easy/Intermediate,5.0,1,"Newark, California",13.1,133,-133,55,7,-122.0711,37.5319,Unknown,,1970-01-01 00:00:00,5.0
109,7020282,Rocky Ridge and Alpine Lake,Hike,"A path less traveled, this one rewards with diverse terrain and top-notch scenery.",Intermediate,3.7,3,"Kentfield, California",4.9,790,-791,1258,657,-122.6124,37.9551,Unknown,,1970-01-01 00:00:00,11.100000000000001
110,7018695,Bodega Head Nature Trail,Hike,Easy hike around Bodega Head with nonstop views in all directions.,Easy,4.1,7,"Bodega Bay, California",1.7,112,-126,158,57,-123.0645,38.3035,Unknown,,1970-01-01 00:00:00,28.699999999999996
111,7007260,Orchard Trail Loop,Hike,Hop on this loop to rapidly ascend to Alta Trail for sweeping views across Sausalito to Tiburon.,Intermediate,2.8,4,"Marin City, California",1.9,374,-449,500,50,-122.5103,37.867,Unknown,,1970-01-01 00:00:00,11.2
112,7016766,Golden Gate Bridge Overlook Out-and-Back,Hike,The perfect way to get out to the Golden Gate Bridge.,Easy/Intermediate,4.2,12,"Sausalito, California",5.3,1000,-999,889,266,-122.4935,37.853,All Clear,,2020-02-15 17:04:40,50.400000000000006
113,7051505,Coyote Lake and Ridge Hike,Hike,"Hike through hills, meadows, woods and along a ridge top, with Coyote Lake and rugged Palassou Ridge as the backdrop.",Intermediate,4.0,1,"San Martin, California",6.8,797,-797,1349,906,-121.523,37.0705,Unknown,,1970-01-01 00:00:00,4.0
114,7002087,Barnabe Peak Out and Back,Hike,"This loop has it all—a waterfall, views, and a historic gravesite!",Intermediate,3.8,9,"Lagunitas-Forest Knolls, California",4.4,1279,-1279,1415,136,-122.7364,38.0296,Unknown,,1970-01-01 00:00:00,34.199999999999996
115,7065176,South Headlands Loop (Coast-Miwok-Alta),Hike,Steep hills but level terrain take you through coastal scrub to views from the ridge.,Intermediate,4.6,5,"Sausalito, California",7.8,1243,-1239,1026,45,-122.4947,37.8339,Unknown,,1970-01-01 00:00:00,23.0
116,7024570,Mount Tamalpais from Muir Woods,Hike,Head from old-growth redwoods to the top of one of the Bay Area's most iconic peaks.,Intermediate/Difficult,4.7,22,"Tamalpais Valley, California",8.7,2416,-2416,2552,138,-122.5692,37.8913,Unknown,,1970-01-01 00:00:00,103.4
117,7017752,Hillside Loop,Hike,Enjoy a loop around the world’s most visited redwood park under towering old growth Coastal Redwoods,Easy/Intermediate,4.7,32,"Tamalpais Valley, California",2.5,255,-255,315,136,-122.5694,37.8913,Unknown,,1970-01-01 00:00:00,150.4
118,7017753,Panoramic Loop,Hike,Take on this route to see how world the renowned Muir Woods fits into the heart of Mount Tamalpais.,Easy/Intermediate,4.4,23,"Tamalpais Valley, California",4.5,943,-941,980,137,-122.5694,37.8913,All Clear,"Some Mud: No real issues, but there are some slippery areas in the woods.",2019-11-29 18:19:06,101.2
119,7051511,Harvey Bear Ranch Hike,Hike,"Hike through scenic grass hills, woods, and meadows of the northern area of Coyote Lake - Harvey Bear Ranch County Park.",Intermediate,4.0,1,"San Martin, California",11.1,1518,-1517,1478,360,-121.5755,37.0994,Unknown,,1970-01-01 00:00:00,4.0
120,7053005,Eagle Rock Loop,Hike,"This is a short, easy, and rewarding hike for who wants an amazing view of Tahoe.",Easy/Intermediate,4.0,3,"Sunnyside-Tahoe City, California",1.2,289,-301,6456,6236,-120.1614,39.108,Unknown,,1970-01-01 00:00:00,12.0
121,7053369,Tennessee Valley: Ridge Trail to Coast Loop,Hike,A nice ascent is rewarded with iconic views of the Marin headlands.,Intermediate,4.5,6,"Tamalpais-Homestead Valley, California",5.4,924,-936,1011,94,-122.5359,37.8608,Unknown,,1970-01-01 00:00:00,27.0
122,7016774,Tennessee Valley Lollipop,Hike,"While the views from this loop can be stunning, heading into the fog is just as enjoyable.",Intermediate/Difficult,4.5,15,"Tamalpais-Homestead Valley, California",4.1,761,-761,819,92,-122.5364,37.8604,Unknown,,1970-01-01 00:00:00,67.5
123,7001511,Tomales Point Trail,Hike,A trail with spectacular coastal views and probable elk sightings.,Easy/Intermediate,4.6,69,"Inverness, California",9.8,996,-996,534,83,-122.9543,38.1891,All Clear,Mostly Dry,2020-01-27 15:29:26,317.4
124,7001731,Jepson-Johnstone Beaches Loop,Hike,"A definite ""best of"" Tomales Bay State Park loop.",Easy/Intermediate,4.0,4,"Inverness, California",4.2,636,-679,439,8,-122.8916,38.1314,Unknown,,1970-01-01 00:00:00,16.0
125,7013293,Rodeo Lagoon Loop,Hike,"Enjoy gorgeous views of the beach, ocean, and Rodeo Lagoon on this loop.",Easy,4.2,6,"Marin City, California",3.4,137,-137,81,18,-122.5153,37.8323,Unknown,,1970-01-01 00:00:00,25.200000000000003
126,7020253,Shirley Canyon Trail,Hike,"Waterfalls, wildflowers, and huge granite boulders take you from the valley floor to High Camp.",Intermediate/Difficult,4.5,19,"Sunnyside-Tahoe City, California",5.8,1899,-1898,8130,6235,-120.2415,39.1987,Unknown,,1970-01-01 00:00:00,85.5
127,7002041,Mount Wittenberg and Bear Valley Loop,Hike,This long but rewarding excursion hits many Point Reyes highlights.,Intermediate,4.5,23,"Inverness, California",13.8,1648,-1653,1387,78,-122.7997,38.0397,Unknown,,1970-01-01 00:00:00,103.5
128,7022223,Thunder Mountain Trail,Hike,A ski-resort hike with sensational Lake Tahoe views and prevalent vistas.,Intermediate,3.0,1,"Sunnyside-Tahoe City, California",3.0,1722,-16,8011,6306,-120.2355,39.1947,Unknown,,1970-01-01 00:00:00,3.0
129,7016771,Muir Beach Loop,Hike,"If you want to experience rugged California coast, this loop is perfect for you!",Intermediate,4.3,27,"Tamalpais Valley, California",5.8,1164,-1164,889,14,-122.5754,37.8611,All Clear,"Muddy, Mostly Dry",2020-01-11 15:03:18,116.1
130,7032900,Five Brooks & Firtop,Hike,A steady climb from Five Brooks to the top of the second highest peak in the Point Reyes National Seashore.,Intermediate,3.7,3,"Lagunitas-Forest Knolls, California",7.5,1256,-1256,1352,249,-122.7578,37.9973,All Clear,Mostly Dry,2020-02-09 21:18:03,11.100000000000001
131,7027132,Steep Ravine - Matt Davis Loop,Hike,This awesome loop takes you up a redwood canyon and then down sunny slopes overlooking the Pacific.,Intermediate/Difficult,4.8,55,"Bolinas, California",7.1,1556,-1589,1583,81,-122.6359,37.8966,Minor Issues,Some Mud,2020-01-20 19:12:35,264.0
132,7048390,Rabbit Chase 30K,Hike,An epic hike from Stinson Beach up Mount Tamalpais and through Muir Woods on the Dipsea Trail!,Intermediate/Difficult,4.5,2,"Bolinas, California",19.6,3673,-3669,1450,26,-122.6398,37.8978,Unknown,,1970-01-01 00:00:00,9.0
133,7006581,Table Rock 27k,Hike,A well organized race that captures the best trails of the Stinson Beach area.,Intermediate/Difficult,5.0,3,"Bolinas, California",17.2,3330,-3325,1828,24,-122.6404,37.8974,Unknown,,1970-01-01 00:00:00,15.0
134,7087021,Creeks to Peaks Trail,Hike,Hike from the bottom of Glen Park Canyon to the top of Twin Peaks almost entirely on trails.,Intermediate/Difficult,5.0,1,"Daly City, California",3.6,729,-729,898,242,-122.4399,37.7363,All Clear,,2020-01-26 17:58:43,5.0
135,7007647,Coastal Trail: Lands End,Hike,A mega-popular hike hitting many Bay Area attractions in one fell swoop.,Easy/Intermediate,4.5,56,"San Francisco, California",2.9,192,-192,260,159,-122.5117,37.7807,Unknown,,1970-01-01 00:00:00,252.0
136,7002958,Tahoe Rim Trail - Kingsbury to Star Lake,Hike,High Sierra trail hiking at its finest.,Intermediate/Difficult,4.3,4,"Kingsbury, Nevada",18.2,2729,-2729,9121,7457,-119.885,38.9622,Unknown,,1970-01-01 00:00:00,17.2
137,7002040,Laguna and Coast Loop,Hike,This is an enjoyable loop with coastal views and a visit to Santa Maria Beach.,Easy/Intermediate,4.3,7,"Inverness, California",5.1,362,-348,371,16,-122.8636,38.0438,Unknown,,1970-01-01 00:00:00,30.099999999999998
138,7032923,Muddy Hollow & The Estero,Hike,A nearly 8 mile loop through the hills of the Point Reyes National Seashore.,Easy/Intermediate,4.4,5,"Inverness, California",7.6,777,-779,361,18,-122.8694,38.048,Unknown,,1970-01-01 00:00:00,22.0
139,7002053,Estero to Sunset Beach,Hike,This is an isolated out-and-back exploration of several wonderful Pt. Reyes estuaries.,Easy/Intermediate,4.4,7,"Inverness, California",8.1,623,-623,160,13,-122.9141,38.0814,All Clear,Dry,2019-11-16 16:23:06,30.800000000000004
140,7020317,Mt. Judah Loop,Hike,A beautiful day-hike that visits both Donner Peak and Mt. Judah.,Intermediate,4.3,19,"Truckee, California",5.6,1228,-1227,8216,7077,-120.3269,39.3144,Unknown,,1970-01-01 00:00:00,81.7
141,7048965,Rancho San Vicente Loop,Hike,This is a beautiful day-hike through grass and wooded hills with views of the Santa Cruz Mountains and Calero Reservoir.,Easy/Intermediate,3.8,5,"Almaden Valley, California",8.4,672,-672,886,422,-121.8069,37.1932,All Clear,,2020-02-19 23:10:17,19.0
142,7003392,Hole in the Ground Loop,Hike,Amazing views and alpine lakes.,Intermediate,4.0,3,"Truckee, California",16.3,1939,-1942,8051,6459,-120.3476,39.341,Unknown,,1970-01-01 00:00:00,12.0
143,7020356,Castle Peak Out-and-Back,Hike,A relatively easy climb to a grand high point in the northern Sierra.,Intermediate/Difficult,4.4,16,"Truckee, California",5.9,1768,-1768,9008,7285,-120.3476,39.341,Unknown,,1970-01-01 00:00:00,70.4
144,7002042,Palomarin to Alamere Falls Out and Back,Hike,This is a wonderful outing to a waterfall that lands on the beach.,Intermediate,4.7,46,"Bolinas, California",8.3,991,-991,564,107,-122.7462,37.9339,Unknown,,1970-01-01 00:00:00,216.20000000000002
145,7034559,Daggetts Loop and Castle Rock,Hike,"A solid hike with great vistas overlooking the Tahoe Basin, including views on top of Castle Rock and looking down on it.",Intermediate,4.8,5,"Kingsbury, Nevada",7.7,1475,-1472,8088,7146,-119.8966,38.9963,Unknown,,1970-01-01 00:00:00,24.0
146,7015647,Tahoe Rim Trail Bench Out and Back,Hike,"Breath-taking views of the lake can be had on a well-maintained trail, turning around at the bench.",Intermediate,4.5,2,"Kingsbury, Nevada",12.2,1298,-1297,8574,7782,-119.8967,38.9965,Unknown,,1970-01-01 00:00:00,9.0
147,7027252,Tour of Rancho Canada del Oro,Hike,"This Tour with great views, takes you through Rancho Canada del Oro's beautiful grass and wooded hills.",Intermediate,4.2,6,"Almaden Valley, California",8.3,1558,-1568,1795,694,-121.775,37.1473,Unknown,,1970-01-01 00:00:00,25.200000000000003
148,7074687,Sierra Buttes,Hike,A short hike up to a fire lookout tower with stunning views across the Sierra Nevada.,Intermediate/Difficult,5.0,4,"Downieville, California",4.8,1494,-1493,8461,7001,-120.6652,39.6115,Unknown,,1970-01-01 00:00:00,20.0
149,7024835,Quicksilver History Loop,Hike,A scenic hike that visits several of the old cinnabar (mercury ore) mining historical sites.,Intermediate,4.6,10,"Almaden Valley, California",8.0,1454,-1456,1648,497,-121.8251,37.174,All Clear,"Mostly Dry, Some Mud",2020-01-18 19:40:13,46.0
150,7010486,Quicksilver - McAbee Loop CCW,Hike,"A fairly easy, broad, well-maintained trail through beautiful hills with views of the San Francisco South Bay Area.",Easy/Intermediate,4.1,19,"Almaden Valley, California",4.5,728,-738,797,312,-121.8847,37.2135,All Clear,Some Mud,2020-01-28 11:54:16,77.89999999999999
151,7005000,Eagle Ridge Loop,Hike,A relatively easy loop combining some of the best aspects of Discovery Trail and Sierra Canyon Trail,Easy/Intermediate,4.0,1,"Kingsbury, Nevada",6.4,1047,-1020,5810,4773,-119.8454,39.0139,Unknown,,1970-01-01 00:00:00,4.0
152,7005002,Genoa Loop,Hike,A Genoa Trail System classic - this loop hits the area's highlights.,Intermediate/Difficult,4.3,4,"Kingsbury, Nevada",8.5,1443,-1425,6147,4767,-119.8454,39.0139,Unknown,,1970-01-01 00:00:00,17.2
153,7032233,Donner State Park Tour,Hike,A perfect beginner trail to tour Donner Memorial State Park and finish with a cool dip in Donner Lake.,Easy/Intermediate,3.8,5,"Truckee, California",3.2,249,-246,6077,5942,-120.2371,39.3234,Unknown,,1970-01-01 00:00:00,19.0
154,7074298,Mussel Rock Park Tour,Hike,"Spectacular views, rock formations, waves, historic tunnel, wildflowers, paragliders, and access to a long, lonely beach",Intermediate/Difficult,5.0,1,"Broadmoor, California",2.2,310,-310,282,31,-122.4948,37.6663,Unknown,,1970-01-01 00:00:00,5.0
155,7016118,Water Dog Lake Park,Hike,A nice small lake with lush greenery and many different trails that connect to the neighborhood.,Easy/Intermediate,4.0,3,"Belmont, California",1.4,140,-145,381,258,-122.3005,37.5107,Unknown,,1970-01-01 00:00:00,12.0
156,7052604,Water Dog Loop Trail,Hike,A moderate singletrack trail in Belmont Open space with views of the SF Bay.,Intermediate,4.0,2,"San Carlos, California",3.3,519,-521,716,322,-122.2987,37.5033,Unknown,,1970-01-01 00:00:00,8.0
157,7054669,Leavitt Meadows to Long Lakes Out-and-Back,Hike,Easily accessible three to four day backpacking trip (or long hike) with several lakes for fishing and swimming.,Easy/Intermediate,5.0,1,"Bridgeport, California",22.0,2547,-2547,8620,7142,-119.5508,38.3338,Unknown,,1970-01-01 00:00:00,5.0
158,7014603,Wildcat Loop,Hike,"A mix of flat fire road, several climbing switchbacks and a descent through a cool, damp canyon.",Easy/Intermediate,4.2,13,"Loyola, California",5.0,564,-564,883,343,-122.0879,37.3329,Unknown,,1970-01-01 00:00:00,54.6
159,7073355,Upper Rogue Valley - Upper High Meadow - PG&E Loop,Hike,"This hike is awesome even after it has rained. The trail is a wide dirt trail, no roots or rocks. There are great views!",Difficult,4.0,3,"Loyola, California",10.4,1552,-1548,1580,344,-122.088,37.3329,Unknown,,1970-01-01 00:00:00,12.0
160,7014463,Rancho Ridge Loop,Hike,"A big, steep loop with great views of the Bay and canyon below.",Intermediate,4.4,7,"Loyola, California",13.6,2279,-2280,2267,342,-122.0881,37.333,Unknown,,1970-01-01 00:00:00,30.800000000000004
161,7015663,Stanford Dish: Ranch Road via Piers Gate,Hike,A hike to the Stanford Dish from Alpine Road.,Easy/Intermediate,3.5,2,"Ladera, California",2.3,295,-295,466,173,-122.1929,37.4139,Unknown,,1970-01-01 00:00:00,7.0
162,7027096,Bald Mountain Out and Back,Hike,"A short, easy hike with breathtaking scenery and terrain.",Easy,4.0,4,"Almaden Valley, California",1.6,110,-110,2383,2307,-121.8752,37.1597,Unknown,,1970-01-01 00:00:00,16.0
163,7016227,Milagra Ridge Tour,Hike,"From Milagra Ridge, it is like being on top of the world.",Easy/Intermediate,4.0,5,"Pacifica, California",1.7,152,-145,681,555,-122.4743,37.6356,Unknown,,1970-01-01 00:00:00,20.0
164,7038340,Mount Umunhum Summit and Back,Hike,"Combine nature, amazing scenery, and interesting history while hiking to one of the highest peaks in the Santa Cruz Mts.",Intermediate,4.4,16,"Almaden Valley, California",8.3,1195,-1195,3474,2317,-121.8753,37.1596,All Clear,"Mostly Dry, Some Mud",2020-01-18 19:48:38,70.4
165,7021220,Merry-Go-Round Loop,Hike,"A short but pleasant loop leading hikers into a thick forest of redwoods, seasonal creeks, and hardwoods.",Easy/Intermediate,4.5,4,"Gilroy, California",4.1,826,-826,1272,478,-121.6816,37.0043,Unknown,,1970-01-01 00:00:00,18.0
166,7062944,Merry-Go-Round to Sprig Trail Loop,Hike,"Redwood forest, oak trees, Henry Miller's Estate, and white fallow deer are all covered in this beautiful 9 mile loop.",Intermediate,4.8,5,"Gilroy, California",8.8,1676,-1678,1890,496,-121.6819,37.0041,Unknown,,1970-01-01 00:00:00,24.0
167,7032991,Arastradero Preserve Loop,Hike,"A nice loop in a beautiful preserve area, just a bit off the beaten path. Features a lake and quite a bit of wildlife.",Easy/Intermediate,3.6,13,"Ladera, California",5.3,626,-618,737,294,-122.1744,37.3871,All Clear,Dry,2020-02-14 16:18:08,46.800000000000004
168,7049892,Waterfall Loop Nature Trail,Hike,This is a fun trail with many waterfalls to explore and a huge variety of lush vegetation including flowering bushes.,Easy/Intermediate,4.6,5,"Day Valley, California",1.0,320,-318,1464,1145,-121.7953,37.084,All Clear,Some Mud,2020-02-16 15:12:12,23.0
169,7009414,Spooner Lake to Tunnel Creek Station,Hike,A hike from Spooner Lake to Marlette Lake and the Marlette Flume Trail with great views of Lake Tahoe,Intermediate,4.9,12,"Indian Hills, Nevada",13.9,1337,-1961,8163,6324,-119.9196,39.1083,Unknown,,1970-01-01 00:00:00,58.800000000000004
170,7027718,Black Mountain via Black Mountain Trail,Hike,This challenging trail takes you to one of the highest accessible summits in the Bay Area.,Intermediate,4.3,6,"Los Altos Hills, California",10.0,2383,-2381,2807,476,-122.1378,37.3519,Unknown,,1970-01-01 00:00:00,25.799999999999997
171,7005264,Fremont Older Open Space Loop,Hike,Undulating trail through shaded valleys of Oak and Eucalyptus that emerges atop high grassy ridges.,Intermediate,3.5,8,"Saratoga, California",5.6,928,-928,1074,495,-122.0552,37.2861,Unknown,,1970-01-01 00:00:00,28.0
172,7014512,Fremont Older to Steven's Creek Reservoir Loop,Hike,Wide open bay views descend into lush singletrack and steep climbs.,Intermediate,4.5,13,"Saratoga, California",7.7,1402,-1399,1088,489,-122.0551,37.286,All Clear,Dry,2020-02-21 13:07:02,58.5
173,7083708,Cora and Seven Springs Loop,Hike,Easy hiking trail with an overlook of the southern bay area.,Easy/Intermediate,3.5,2,"Saratoga, California",2.7,523,-523,887,550,-122.0554,37.2861,Unknown,,1970-01-01 00:00:00,7.0
174,7016225,Mori Point,Hike,"Sea salt, wind, and water surround this point.",Intermediate,4.3,12,"Pacifica, California",2.4,331,-330,292,38,-122.4864,37.6192,Unknown,,1970-01-01 00:00:00,51.599999999999994
175,7036903,Great Trail Epic Course 2017,Hike,The Epic course from Truckee to Tahoe City.,Intermediate/Difficult,4.0,1,"Truckee, California",22.8,2981,-2262,7515,5862,-120.176,39.3269,Unknown,,1970-01-01 00:00:00,4.0
176,7062162,Hostel/Grapevine/Creek Trail Loop,Hike,Climb the side of Elephant Mountain for beautiful views. Return along Adobe Creek with its rushing water.,Intermediate/Difficult,5.0,1,"Los Altos Hills, California",2.4,600,-606,1157,551,-122.1605,37.3504,Unknown,,1970-01-01 00:00:00,5.0
177,7067023,Creek/Pipeline loop at Hidden Villa,Hike,Travel along rushing Adobe Creek (in season) through shady woodland and return along a higher route.,Intermediate,5.0,1,"Los Altos Hills, California",1.2,172,-172,732,566,-122.1628,37.3487,Unknown,,1970-01-01 00:00:00,5.0
178,7016219,Sweeny Ridge Loop,Hike,"This loop will have you feeling like you're ""On top of the World.""",Intermediate,4.1,12,"Pacifica, California",5.7,954,-958,1211,610,-122.479,37.5993,Unknown,,1970-01-01 00:00:00,49.199999999999996
179,7091137,New Hike,Hike,,missing,0.0,0,"Emerald Lake Hills, California",4.7,929,-929,1468,645,-122.2907,37.4417,Unknown,,1970-01-01 00:00:00,0.0
180,7082262,Alambique Loop Trail,Hike,The Alambique Trail and the Loop Trail combine to form an easy hike that is great for a family outing.,Intermediate,4.0,1,"Woodside, California",1.8,343,-341,816,486,-122.2611,37.4109,Unknown,,1970-01-01 00:00:00,4.0
181,7005840,Wunderlich Loop,Hike,"Gradual up and down through cool forested canyons, punctuated by open meadows and sweeping views.",Intermediate,4.1,12,"Woodside, California",10.3,1875,-1874,2259,486,-122.2611,37.4109,Minor Issues,Muddy - muddy patches on the way out and on the connector. a lot of horse drippings throughout so watch your step,2020-01-26 14:40:52,49.199999999999996
182,7017526,Hamms Gulch-Spring Ridge Trail Loop,Hike,A long climb to great views of the Bay Area and Santa Cruz Mountains.,Intermediate,4.6,27,"Portola Valley, California",7.7,1440,-1439,1916,555,-122.2236,37.3752,Minor Issues,Some Mud,2020-01-20 22:16:10,124.19999999999999
183,7037030,Snow Mountain Summits,Hike,A relatively unknown hike to the summit of a sky island.,Intermediate/Difficult,5.0,1,"Lucerne, California",9.5,2131,-2131,7008,5238,-122.752,39.3459,Unknown,,1970-01-01 00:00:00,5.0
184,7026817,Black Mountain loop via Stevens Creek,Hike,This loop takes you from shady Stevens Creek canyon to the wide-open summit of Black Mountain,Intermediate/Difficult,4.1,10,"La Honda, California",5.9,1209,-1208,2806,1729,-122.1787,37.3252,Unknown,,1970-01-01 00:00:00,41.0
185,7075842,Pedro Point Headlands Loop,Hike,"Park has 246 acres of wilderness with spectacular views, a wide variety of birds and plants, and 3 miles of trails.",Difficult,5.0,1,"Pacifica, California",2.3,481,-481,630,274,-122.5079,37.585,Unknown,,1970-01-01 00:00:00,5.0
186,7026726,Devil's Slide Trail,Hike,This former section of Highway 1 is now a popular multi-use trail with amazing views.,Easy/Intermediate,4.3,7,"Pacifica, California",2.5,269,-269,456,261,-122.51,37.5853,All Clear,Dry,2020-01-04 16:38:17,30.099999999999998
187,7022249,John Nicholas to Skyline Shuttle,Hike,A great shuttle hike that allows you to enjoy all that the John Nicholas Trail has to offer!,Easy/Intermediate,3.8,4,"Monte Sereno, California",5.3,1141,-167,2906,1798,-122.0376,37.2059,Unknown,,1970-01-01 00:00:00,15.2
188,7004625,El Corte de Madera Highlights,Hike,"Corte Madera highlights including the Vista Point, plane crash and Tafoni Formation.",Intermediate,4.6,5,"Woodside, California",5.2,789,-783,2375,1762,-122.3059,37.411,Unknown,,1970-01-01 00:00:00,23.0
189,7023403,Clouds Rest - Meadow Trail Loop,Hike,A shaded loop through an oak forest with views of the San Francisco Bay Area.,Easy/Intermediate,3.6,5,"La Honda, California",2.5,520,-518,2337,1844,-122.2046,37.3247,All Clear,Some Mud,2019-12-27 14:40:50,18.0
190,7025610,Skyline to the Sea Trail,Hike,An amazing hike from the crest of the Santa Cruz Mountains to the Pacific Ocean.,Intermediate,4.5,14,"Saratoga, California",25.4,1910,-4515,2623,16,-122.1229,37.2579,Unknown,,1970-01-01 00:00:00,63.0
191,7024571,Montara Mountain from Gray Whale Cove,Hike,A sea-to-summit hike of Montara Mountain.,Intermediate,4.5,20,"Montara, California",9.9,1758,-1758,1886,167,-122.5126,37.5629,Unknown,,1970-01-01 00:00:00,90.0
192,7012643,Castle Rock Loop,Hike,A beautiful wooded loop with openings for views of the Santa Cruz Mountains.,Intermediate,4.6,38,"Monte Sereno, California",3.4,749,-756,3155,2632,-122.0958,37.2307,Unknown,,1970-01-01 00:00:00,174.79999999999998
193,7051751,State Park Trifecta,Hike,"The State Park Trifecta is a long hike looping through Castle Rock, Big Basin, and Portola Redwoods",Intermediate,5.0,1,"Saratoga, California",28.0,4083,-4122,2639,415,-122.1291,37.2555,Unknown,,1970-01-01 00:00:00,5.0
194,7090313,Russian Ridge Tour,Hike,This loop hike will take you through the most common trails of Russian Ridge Open Space Preserve with all the views.,Intermediate,4.0,1,"La Honda, California",4.7,874,-875,2558,1823,-122.1981,37.3082,All Clear,,2020-01-20 22:45:20,4.0
195,7073293,Remote Rancho Corral de Tierra,Hike,"Hike the high, remote reaches of Rancho Corral de Tierra with continuous panoramic views and lots of wildflowers.",Intermediate/Difficult,3.3,3,"Moss Beach, California",10.2,1868,-1906,1787,117,-122.4977,37.5289,All Clear,Muddy,2020-01-14 15:31:33,9.899999999999999
196,7083950,Heritage Grove Loop with Extension & Overlook,Hike,Heritage Grove loop with extension on the Towne Fire Road and Forest Trail.,Intermediate,4.5,2,"La Honda, California",8.0,1387,-1388,1299,574,-122.2459,37.2962,All Clear,,2019-12-31 17:07:04,9.0
197,7026786,Cowell Ranch Beach,Hike,This easy hike through farm fields leads to a dramatic staircase down the coastal bluffs to a beach.,Easy/Intermediate,4.0,2,"Half Moon Bay, California",1.1,82,-83,134,51,-122.4266,37.4223,Unknown,,1970-01-01 00:00:00,8.0
198,7068091,Lakeview Hobart Loop,Hike,Strenuous hike with varied terrain and spectacular views.,Intermediate/Difficult,5.0,2,"Carson City, Nevada",13.0,2357,-2379,7757,5408,-119.8174,39.204,Unknown,,1970-01-01 00:00:00,10.0
199,7041162,Highland Loop,Hike,"A moderate loop through the Loch Lomond Recreation Area featuring shoreline, redwoods, and knobcone pines.",Easy/Intermediate,3.8,4,"Lompico, California",4.8,695,-670,1123,582,-122.0631,37.1114,Unknown,,1970-01-01 00:00:00,15.2
200,7030695,Hetch Hetchy Loop,Hike,"Three day hike, with swampy areas and beautiful, astonishing views. Three Lakes, 5,500' elevation gain, lots of swamps.",Intermediate/Difficult,4.7,11,"Yosemite Valley, California",27.7,5499,-5500,7615,3777,-119.7883,37.9459,Unknown,,1970-01-01 00:00:00,51.7
201,7013437,Wapama and Tueeulala Falls,Hike,A nice out-and-back to two beautiful waterfalls without the Yosemite valley crowds.,Easy/Intermediate,4.1,11,"Yosemite Valley, California",4.8,658,-656,4027,3788,-119.7875,37.9464,All Clear,Mostly Dry,2020-01-27 19:37:37,45.099999999999994
202,7020349,Chickadee Ridge,Hike,"A very popular area, due to its stunning views and relatively low effort required.",Easy/Intermediate,4.4,10,"Incline Village, Nevada",4.5,507,-507,8783,8517,-119.9082,39.3076,Unknown,,1970-01-01 00:00:00,44.0
203,7020327,Tahoe Meadows Interpretive Loop Trail,Hike,"The perfect easy but interesting route for families, or to experience the area quickly and easily.",Easy/Intermediate,3.0,1,"Incline Village, Nevada",1.3,54,-54,8720,8676,-119.9071,39.3073,Unknown,,1970-01-01 00:00:00,3.0
204,7020267,Mt. Rose Summit Trail,Hike,One of the most popular summits in Nevada - and deservedly so!,Intermediate/Difficult,4.2,21,"Incline Village, Nevada",10.1,2109,-2108,10725,8921,-119.8973,39.3128,Unknown,,1970-01-01 00:00:00,88.2
205,7069689,Houghton Loop,Hike,"The Houghton Loop includes parts of the Tahoe Rim Trail, Mount Houghton Spur, and the Relay Peak Road.",Intermediate,4.0,2,"Incline Village, Nevada",10.7,1785,-1784,10444,8918,-119.8976,39.3132,Unknown,,1970-01-01 00:00:00,8.0
206,7071486,Bigger Basin Loop,Hike,A big loop in Big Basin State Park.,Difficult,4.0,2,"Boulder Creek, California",28.1,4132,-4142,1724,13,-122.2229,37.1731,Unknown,,1970-01-01 00:00:00,8.0
207,7036785,Lane Camp Loop,Hike,A good one night backpacking trip or a long day trip.,Intermediate,4.6,5,"Boulder Creek, California",12.7,1582,-1582,2291,983,-122.2223,37.1721,Unknown,,1970-01-01 00:00:00,23.0
208,7019500,Berry Creek Falls Loop,Hike,"Great hike for waterfalls, redwoods, enjoying the little creatures and plants around you, and not needing much sunscreen!",Intermediate,4.6,48,"Boulder Creek, California",9.7,1844,-1835,1286,348,-122.2224,37.1721,Unknown,,1970-01-01 00:00:00,220.79999999999998
209,7021695,Henry Cowell Park,Hike,This is a delightful redwood forest and creek hike on several of the trails at Henry Cowell Park.,Intermediate,4.5,15,"Felton, California",8.4,1614,-1614,1838,433,-122.0832,37.0498,All Clear,Some Mud: Several downed trees across paths but workarounds relatively easy.,2020-02-02 20:05:22,67.5
